zip_code,centile,superzip,place,province_or_county,community,latitude,longitude,all_cancer_sites,tongue,mouth,breast,lungs,stomach,bladder,sex
636010,82.50194,0,Maniyanur,Salem,Salem,11.6336,78.1387,593,30,55,419,35,43,11,F
636011,82.45063,0,Govt. College Of Engg,Salem,Salem,11.7527,78.2899,360,59,100,5,99,66,31,M
636012,82.42993,0,Karuppur,Salem,Salem,11.717,78.0924,360,59,100,5,99,66,31,M
636013,82.40336,0,Karukkalvadi,Salem,Salem,11.6714,78.0126,360,59,100,5,99,66,31,M
636014,82.38995,0,Tadampatti,Salem,Salem,11.6741,78.2221,593,30,55,419,35,43,11,F
636015,82.38241,0,Dadubaikuttai,Salem,Salem,11.7527,78.2899,593,30,55,419,35,43,11,F
636016,82.35914,0,Fairlands,Salem,Salem,11.7527,78.2899,593,30,55,419,35,43,11,F
636017,82.35026,0,Allikuttai,Salem,Salem,11.7527,78.2899,593,30,55,419,35,43,11,F
636030,82.34318,0,Maramangalathupatti,Salem,Salem,11.5732,78.1955,360,59,100,5,99,66,31,M
636101,82.33316,0,Sitheri,Salem,Atur,11.6741,78.2221,360,59,100,5,99,66,31,M
636102,82.28328,0,Vinayagapuram,Salem,Attur,11.6741,78.2221,360,59,100,5,99,66,31,M
636103,82.25787,0,Kullampatti,Salem,Salem,11.6922,78.26,593,30,55,419,35,43,11,F
636104,82.22965,0,Ramanathapuram,Salem,Gangavalli,11.514,78.5846,593,30,55,419,35,43,11,F
636105,82.15767,0,Mayambadi,Salem,Gangavalli,11.3704,78.5717,360,59,100,5,99,66,31,M
636106,82.11803,0,Minnampalli,Salem,Salem,11.6758,78.2676,360,59,100,5,99,66,31,M
636107,82.05518,0,Gopalapuram,Salem,Atur,11.573,78.4609,593,30,55,419,35,43,11,F
636108,82.01879,0,Narasingapuram (Salem),Salem,Attur,11.6038,78.5778,593,30,55,419,35,43,11,F
636109,81.96547,0,Dalavaipatti,Salem,Atur,11.6614,78.0834,360,59,100,5,99,66,31,M
636110,81.94907,0,Manmalai,Salem,Gangavalli,11.3732,78.5235,360,59,100,5,99,66,31,M
636111,81.92794,0,Muthampatti,Salem,Valapady,11.6741,78.2221,360,59,100,5,99,66,31,M
636112,81.9086,0,Varagur,Salem,Atur,11.6325,78.7691,593,30,55,419,35,43,11,F
636113,81.84768,0,Koneripatti,Salem,Attur,11.6741,78.2221,360,59,100,5,99,66,31,M
636114,81.79039,0,Mannur,Salem,Atur,11.725,78.5302,360,59,100,5,99,66,31,M
636115,81.77522,0,Singipuram,Salem,Valapady,11.6252,78.4067,593,30,55,419,35,43,11,F
636116,81.7126,0,Vellaiyur,Salem,Atur,11.4807,78.7762,593,30,55,419,35,43,11,F
636117,81.66123,0,Panaimadal,Salem,Atur,11.7178,78.4766,593,30,55,419,35,43,11,F
636118,81.63247,0,Ulipuram,Salem,Gangavalli,11.4698,78.4591,593,30,55,419,35,43,11,F
636119,81.62464,0,Umayapuram,Salem,Atur,11.6741,78.2221,360,59,100,5,99,66,31,M
636121,81.59445,0,Manivilundan,Salem,Atur,11.6004,78.7169,360,59,100,5,99,66,31,M
636122,81.52071,0,Kuppanur,Salem,Salem,11.7429,78.2847,593,30,55,419,35,43,11,F
636138,81.49853,0,Kunnur,Salem,Atur,11.6741,78.2221,593,30,55,419,35,43,11,F
636139,81.4162,0,Velampatti,Salem,Salem,11.7445,78.3244,360,59,100,5,99,66,31,M
636140,81.35959,0,Odayapatti,Salem,Salem,11.6741,78.2221,360,59,100,5,99,66,31,M
636141,81.3391,0,Pungavadi,Salem,Atur,11.5303,78.6164,360,59,100,5,99,66,31,M
636142,81.28209,0,Moolakurichi,Salem,Attur,11.3052,78.5365,593,30,55,419,35,43,11,F
636201,81.27866,0,Dasanaickenpatti,Salem,Salem,11.1597,78.1794,593,30,55,419,35,43,11,F
636202,81.25746,0,Kamarajnagar,Salem,Salem,11.3314,78.0301,593,30,55,419,35,43,11,F
636203,81.25144,0,Mullur,Salem,Salem,11.6741,78.2221,593,30,55,419,35,43,11,F
636204,81.21241,0,Tippampatti,Salem,Salem,11.568,78.2014,360,59,100,5,99,66,31,M
636302,81.18488,0,Dalavaipatti,Salem,Salem,11.6614,78.0834,593,30,55,419,35,43,11,F
636303,81.12127,0,Kolathur (Salem)S.O,Salem,Mettur,11.8787,77.7654,360,59,100,5,99,66,31,M
636304,81.05894,0,Pakalpatti,Salem,Omalur,11.7021,78.057,593,30,55,419,35,43,11,F
636305,80.99864,0,Kongupatti,Salem,Omalur,11.8593,78.0217,593,30,55,419,35,43,11,F
636306,80.94808,0,Dasavilakku,Salem,Edappadi,11.6533,77.9079,593,30,55,419,35,43,11,F
636307,80.88987,0,Andipatti,Salem,Salem,11.6741,78.2221,593,30,55,419,35,43,11,F
636308,80.84205,0,Ariyanur,Salem,Salem,11.5907,78.0832,360,59,100,5,99,66,31,M
636309,80.81015,0,Kamalapuram (Salem),Salem,Omalur,11.768,78.0599,593,30,55,419,35,43,11,F
636351,80.79553,0,Jodukuli,Salem,Salem,11.9034,78.0525,593,30,55,419,35,43,11,F
636354,80.72165,0,Danishpet,Salem,Omalur,11.8618,78.1282,360,59,100,5,99,66,31,M
636401,80.66411,0,Metturdam South,Salem,Mettur,11.8219,77.8601,593,30,55,419,35,43,11,F
636402,80.65794,0,Metturdam RS,Salem,Mettur,11.8219,77.8601,593,30,55,419,35,43,11,F
636403,80.64315,0,Karumalaikudal,Salem,Mettur,11.8219,77.8601,593,30,55,419,35,43,11,F
636404,80.63332,0,Gonur,Salem,Mettur,11.8219,77.8601,360,59,100,5,99,66,31,M
636406,80.61796,0,Mettur Thermal Project,Salem,Mettur,11.8219,77.8601,360,59,100,5,99,66,31,M
636451,80.61293,0,Bukkampatti,Salem,Mettur,11.8375,77.9737,360,59,100,5,99,66,31,M
636452,80.54491,0,Mulakadu,Salem,Mettur,11.6741,78.2221,593,30,55,419,35,43,11,F
636453,80.51662,0,Pottaneri,Salem,Mettur,11.6888,78.0014,593,30,55,419,35,43,11,F
636454,80.47529,0,Kanakkampatti,Salem,Mettur,11.6741,78.2221,360,59,100,5,99,66,31,M
636455,80.45969,0,Omalur,Salem,Omalur,11.741,78.0456,360,59,100,5,99,66,31,M
636456,80.40761,0,Salem Camp,Salem,Mettur,11.4168,78.021,593,30,55,419,35,43,11,F
636457,80.40173,0,Vanavasi,Salem,Mettur,11.75,77.8801,593,30,55,419,35,43,11,F
636458,80.38053,0,Nariyanur,Salem,Mettur,11.8082,77.9041,593,30,55,419,35,43,11,F
636501,80.36356,0,Selavadai,Salem,Mettur,11.6997,77.9195,360,59,100,5,99,66,31,M
636502,80.30104,0,Arurpatti,Salem,Omalur,11.7115,77.9456,360,59,100,5,99,66,31,M
636503,80.25389,0,Mallikuttai,Salem,Omalur,11.6741,78.2221,593,30,55,419,35,43,11,F
636601,80.21816,0,Puthur,Salem,Yercaud,11.6741,78.2221,593,30,55,419,35,43,11,F
636602,80.12881,0,Asambur,Salem,Yercaud,11.8053,78.2224,360,59,100,5,99,66,31,M
636906,80.05523,0,Ammapalayam,Salem,Atur,11.8607,78.5232,593,30,55,419,35,43,11,F
637101,80.04803,0,Vellarivalli,Salem,Idappadi,11.6003,77.7927,593,30,55,419,35,43,11,F
637102,80.01614,0,Konasamudram,Salem,Idappadi,11.6741,78.2221,593,30,55,419,35,43,11,F
637103,79.96362,0,Irugalur,Salem,Sankari,11.5042,77.961,360,59,100,5,99,66,31,M
637104,79.93904,0,Kaveripatti,Salem,Sankari,11.6741,78.2221,360,59,100,5,99,66,31,M
637105,79.93166,0,Dadapuram,Salem,Idappadi,11.6216,77.8793,360,59,100,5,99,66,31,M
637107,79.92401,0,Nedunkulam,Salem,Idappadi,11.6741,78.2221,360,59,100,5,99,66,31,M
637301,79.91057,0,Manjakkalpatti,Salem,Sankari,11.5056,77.8645,360,59,100,5,99,66,31,M
637303,79.88155,0,Veerachipalayam,Salem,Sankari,11.4504,77.9709,360,59,100,5,99,66,31,M
637304,79.86073,0,Morur,Salem,Sankari,11.9502,78.2065,360,59,100,5,99,66,31,M
637407,79.85765,0,Pudupatti (Salem),Salem,Rasipuram,11.7236,77.9337,360,59,100,5,99,66,31,M
637410,79.85299,0,Marapparai,Salem,Tiruchengodu,11.6741,78.2221,360,59,100,5,99,66,31,M
637501,79.84911,0,Mangalam,Salem,Salem,11.8786,78.2329,360,59,100,5,99,66,31,M
637502,79.81106,0,Elampillai,Salem,Salem,11.6066,78.0068,593,30,55,419,35,43,11,F
637504,79.77138,0,Rakkipatti,Salem,Salem,11.6741,78.2221,360,59,100,5,99,66,31,M
621215,79.73755,0,Seventhipatti,Namakkal,Namakkal,10.8096,78.3968,174,39,59,3,32,28,13,M
636301,79.67204,0,Attanur,Namakkal,Rasipuram,11.5006,78.1356,286,7,16,227,9,17,10,F
637001,79.63786,0,Namakkal H.O,Namakkal,Namakkal,11.1561,78.1905,286,7,16,227,9,17,10,F
637002,79.59548,0,Ganesapuram,Namakkal,Namakkal,11.3163,78.1361,286,7,16,227,9,17,10,F
637003,79.54401,0,Eranapuram,Namakkal,Namakkal,11.2451,78.0966,286,7,16,227,9,17,10,F
637013,79.4695,0,Erampatti,Namakkal,Namakkal,11.3163,78.1361,174,39,59,3,32,28,13,M
637014,79.40714,0,Reddipudur,Namakkal,Namakkal,11.3442,78.1602,174,39,59,3,32,28,13,M
637015,79.37339,0,Mohanur North,Namakkal,Namakkal,11.078,78.1355,286,7,16,227,9,17,10,F
637017,79.32416,0,Palapatti,Namakkal,Namakkal,11.3163,78.1361,286,7,16,227,9,17,10,F
637018,79.29401,0,Elur,Namakkal,Namakkal,11.3506,78.109,286,7,16,227,9,17,10,F
637019,79.24565,0,Minnampalli,Namakkal,Namakkal,11.3133,78.1849,174,39,59,3,32,28,13,M
637020,79.21013,0,Arur,Namakkal,Namakkal,11.0968,78.211,286,7,16,227,9,17,10,F
637021,79.17412,0,Devarayapuram,Namakkal,Namakkal,11.1542,78.3132,286,7,16,227,9,17,10,F
637201,78.97695,0,Maniyanur,Namakkal,Paramathi Velur,11.2877,77.9486,286,7,16,227,9,17,10,F
637202,78.92929,0,Konnaiyar,Namakkal,Tiruchengodu,11.3991,78.0267,174,39,59,3,32,28,13,M
637203,78.88902,0,Ramadevam,Namakkal,Paramathivelur,11.2443,77.9955,286,7,16,227,9,17,10,F
637204,78.85278,0,Irukkur,Namakkal,Paramthi Velur,11.1403,77.9709,286,7,16,227,9,17,10,F
637205,78.82288,0,Vattur,Namakkal,Tiruchengodu,11.4086,77.9595,286,7,16,227,9,17,10,F
637206,78.77447,0,Pillur,Namakkal,Tiruchengode,11.199,78.0218,174,39,59,3,32,28,13,M
637207,78.73785,0,Konur,Namakkal,Namakkal,11.1746,78.0742,174,39,59,3,32,28,13,M
637208,78.67005,0,Vengarai,Namakkal,Paramathi-Velur,11.3163,78.1361,286,7,16,227,9,17,10,F
637209,78.63948,0,Kumarapalayam,Namakkal,Tiruchengodu,11.4449,77.711,286,7,16,227,9,17,10,F
637210,78.60266,0,Molasi,Namakkal,Tiruchengodu,11.2577,77.8552,286,7,16,227,9,17,10,F
637211,78.56443,0,Tiruchengodu H.O,Namakkal,Tiruchengodu,11.3305,77.9535,286,7,16,227,9,17,10,F
637212,78.53742,0,Akkalampatti,Namakkal,Namakkal,11.3153,78.072,286,7,16,227,9,17,10,F
637213,78.49766,0,Kothamangalam,Namakkal,Paramathi-Velur,11.3163,78.1361,286,7,16,227,9,17,10,F
637214,78.47448,0,Andipalayam,Namakkal,Tiruchengodu,11.3163,78.1361,286,7,16,227,9,17,10,F
637215,78.44974,0,Kuchi Palayam,Namakkal,Tiruchengode,11.3305,77.9535,174,39,59,3,32,28,13,M
637302,78.41493,0,Karumapuram,Namakkal,Sankari,11.4522,77.9365,286,7,16,227,9,17,10,F
637401,78.31932,0,Kunavelampatti,Namakkal,Rasipuram,11.4488,78.1413,174,39,59,3,32,28,13,M
637402,78.28322,0,Belukurichi,Namakkal,Namakkal,11.3863,78.254,286,7,16,227,9,17,10,F
637403,78.27618,0,Pillanallur,Namakkal,Rasipuram,11.4322,78.1334,286,7,16,227,9,17,10,F
637404,78.24,0,Kalappanaickenpatti,Namakkal,Namakkal,11.3997,78.1368,174,39,59,3,32,28,13,M
637405,78.19881,0,Visanam,Namakkal,Namakkal,11.2438,78.1956,174,39,59,3,32,28,13,M
637406,78.17194,0,Sirapalli,Namakkal,Rasipuram,11.3393,78.1381,286,7,16,227,9,17,10,F
637408,78.05659,0,Rasipuram,Namakkal,Rasipuram,11.4601,78.1863,174,39,59,3,32,28,13,M
637409,78.03032,0,Sendamangalam,Namakkal,Namakkal,11.2811,78.2342,286,7,16,227,9,17,10,F
637411,77.97019,0,Navakkadu,Namakkal,Namakkal,11.3846,78.341,286,7,16,227,9,17,10,F
637412,77.81644,0,Singalandapuram,Namakkal,Rasipuram,11.4166,78.2224,286,7,16,227,9,17,10,F
637503,77.79095,0,Akkaraipatti,Namakkal,Rasipuram,11.3163,78.1361,286,7,16,227,9,17,10,F
637505,77.73869,0,Kalkattanur,Namakkal,Rasipuram,11.487,78.0688,286,7,16,227,9,17,10,F
638006,77.68112,0,Pallipalayam,Namakkal,Namakkal,11.3652,77.7623,174,39,59,3,32,28,13,M
638007,77.6789,0,Pappampalayam,Namakkal,Erode,11.313,77.7859,174,39,59,3,32,28,13,M
638008,77.66473,0,Kadachanallur,Namakkal,Tiruchengodu,11.3998,77.7596,174,39,59,3,32,28,13,M
638181,77.62636,0,Pothanur,Namakkal,Paramathi-Velur,11.1779,77.6708,286,7,16,227,9,17,10,F
638182,77.61654,0,Velur (Namakkal),Namakkal,Paramathi-Velur,11.1083,78.0011,174,39,59,3,32,28,13,M
638183,77.58247,0,Komarapalayam,Namakkal,Tiruchengodu,11.4449,77.711,286,7,16,227,9,17,10,F
638001,77.5726,0,Erode Fort,Erode,Erode,11.3377,77.7845,306,54,78,5,81,67,21,M
638002,77.53946,0,Lakkapuram,Erode,Erode,11.305,77.7554,306,54,78,5,81,67,21,M
638003,77.51928,0,Karungalpalayam,Erode,Erode,11.3377,77.7845,306,54,78,5,81,67,21,M
638004,77.5041,0,Veerappanchatram,Erode,Erode,11.3377,77.7845,306,54,78,5,81,67,21,M
638005,77.47906,0,Ramanathapuram Pudur,Erode,Erode,11.5152,77.4143,414,21,39,282,23,38,11,F
638009,77.46341,0,Surampatti,Erode,Erode,11.3273,77.7112,414,21,39,282,23,38,11,F
638010,77.43013,0,SPB Colony,Erode,Erode,11.3062,77.7207,414,21,39,282,23,38,11,F
638011,77.42847,0,Erode Collectorate,Erode,Erode,11.3062,77.7207,414,21,39,282,23,38,11,F
638012,77.427,0,Thindal,Erode,Erode,11.3062,77.7207,414,21,39,282,23,38,11,F
638051,77.42535,0,Basuvapatti,Erode,Erode,11.3973,77.6585,414,21,39,282,23,38,11,F
638052,77.38353,0,Perundurai,Erode,Erode,11.2756,77.5879,306,54,78,5,81,67,21,M
638053,77.34065,0,Perundurai Sanitorium,Erode,Perundurai,11.2882,77.6842,414,21,39,282,23,38,11,F
638054,77.33282,0,Siruvalur,Erode,Erode,11.3635,77.46,414,21,39,282,23,38,11,F
638055,77.33147,0,Tingalur,Erode,Erode,11.318,77.4889,414,21,39,282,23,38,11,F
638056,77.30482,0,Nadupatti,Erode,Erode,11.5152,77.4143,414,21,39,282,23,38,11,F
638057,77.26553,0,Sullipalayam,Erode,Erode,11.3429,77.5372,306,54,78,5,81,67,21,M
638060,77.23121,0,Thoppupalayam,Erode,Perundurai,11.3062,77.7207,306,54,78,5,81,67,21,M
638101,77.224,0,Vadugapatti,Erode,Erode,11.1518,77.7375,306,54,78,5,81,67,21,M
638102,77.19515,0,Chittode,Erode,Erode,11.3946,77.6588,414,21,39,282,23,38,11,F
638103,77.16321,0,Athiyur,Erode,Erode,11.5152,77.4143,414,21,39,282,23,38,11,F
638104,77.11447,0,Swaminathapuram,Erode,Erode,11.5152,77.4143,414,21,39,282,23,38,11,F
638105,77.06284,0,Mangalapatti,Erode,Erode,11.5152,77.4143,306,54,78,5,81,67,21,M
638106,77.04762,0,Vadugapatti,Erode,Dharapuram,11.1518,77.7375,306,54,78,5,81,67,21,M
638107,76.95435,0,Nasiyanur,Erode,Erode,11.3381,77.6408,306,54,78,5,81,67,21,M
638108,76.93506,0,Komarapalayam,Erode,Kangayam,11.5152,77.4143,306,54,78,5,81,67,21,M
638109,76.91649,0,Sivagiri (Erode),Erode,Erode,11.1203,77.7881,414,21,39,282,23,38,11,F
638110,76.89183,0,Kaliappampalayam,Erode,Perundurai,11.131,77.814,306,54,78,5,81,67,21,M
638111,76.86644,0,Mettupalayam,Erode,Kangeyam,11.5152,77.4143,306,54,78,5,81,67,21,M
638112,76.75633,0,Pungambadi,Erode,Erode,11.27,77.6509,414,21,39,282,23,38,11,F
638115,76.70169,0,Avalpundurai,Erode,Erode,11.231,77.7182,414,21,39,282,23,38,11,F
638116,76.65581,0,Kanjikovil,Erode,Perundurai,11.131,77.814,414,21,39,282,23,38,11,F
638151,76.63734,0,Salaipudur,Erode,Erode,11.0591,77.8874,306,54,78,5,81,67,21,M
638152,76.58131,0,Unjalur,Erode,Erode,11.1278,77.8696,306,54,78,5,81,67,21,M
638153,76.56017,0,Muthayeepalayam,Erode,Erode,11.3605,77.9402,306,54,78,5,81,67,21,M
638154,76.55074,0,Kolanalli,Erode,Erode,11.1753,77.8524,306,54,78,5,81,67,21,M
638301,76.52253,0,Kalingarayanpalayam Pudur,Erode,Bhavani,11.5322,77.6114,306,54,78,5,81,67,21,M
638311,76.49223,0,Kesarimangalam,Erode,Erode,11.5423,77.7247,414,21,39,282,23,38,11,F
638312,76.45313,0,Jambai,Erode,Bhavani,11.4678,77.6434,414,21,39,282,23,38,11,F
638313,76.38258,0,Mevani,Erode,Erode,11.4996,77.5307,414,21,39,282,23,38,11,F
638314,76.36268,0,Kurichi,Erode,Erode,11.5152,77.4143,414,21,39,282,23,38,11,F
638315,76.28663,0,Mettupalayam,Erode,Bhavani,11.5152,77.4143,306,54,78,5,81,67,21,M
638316,76.23851,0,Elavamalai,Erode,Erode,11.5322,77.6114,414,21,39,282,23,38,11,F
638401,76.20336,0,Germalam,Erode,Sathyamangalam,11.6125,77.2975,414,21,39,282,23,38,11,F
638402,76.15271,0,Periyur,Erode,Sathyamangalam,11.5152,77.4143,414,21,39,282,23,38,11,F
638451,76.10346,0,Kothamangalam,Erode,Sathy,11.4902,77.1269,306,54,78,5,81,67,21,M
638452,76.05855,0,Gobichettipalayam H.O,Erode,Erode,11.3627,77.3662,306,54,78,5,81,67,21,M
638453,76.05551,0,Alukuli,Erode,Erode,11.4062,77.4018,306,54,78,5,81,67,21,M
638454,76.02084,0,Gudakkarai,Erode,Erode,11.3902,77.2598,306,54,78,5,81,67,21,M
638455,75.98592,0,Kavindapadi,Erode,Erode,11.4279,77.5601,306,54,78,5,81,67,21,M
638456,75.93863,0,Kolappalur (Erode),Erode,Gobichettipalayam,11.3791,77.4293,414,21,39,282,23,38,11,F
638457,75.9278,0,Kurumandur,Erode,Erode,11.4204,77.3482,414,21,39,282,23,38,11,F
638458,75.90353,0,Koshanam,Erode,Erode,11.3701,77.3523,414,21,39,282,23,38,11,F
638459,75.86944,0,Nallur,Erode,Sathy,11.5152,77.4143,414,21,39,282,23,38,11,F
638460,75.79996,0,Punjaithamaraikulam,Erode,Sathyamangalam,11.6425,77.0264,414,21,39,282,23,38,11,F
638461,75.73537,0,Talavadi,Erode,Sathyamangalam,11.778,77.0055,306,54,78,5,81,67,21,M
638462,75.61775,0,Irugalur,Erode,Erode,11.3697,77.2733,414,21,39,282,23,38,11,F
638476,75.59808,0,Gobichettipalayam South,Erode,Gobichettipalayam,11.4225,77.3455,414,21,39,282,23,38,11,F
638501,75.53874,0,Anthiyur,Erode,Erode,11.5751,77.5904,414,21,39,282,23,38,11,F
638502,75.46984,0,Nagalur,Erode,Erode,11.5597,77.5504,306,54,78,5,81,67,21,M
638503,75.43874,0,Karalayam,Erode,Sathyamangalam,11.6515,77.2536,414,21,39,282,23,38,11,F
638504,75.34039,0,Chennampatti,Erode,Erode,11.7011,77.6785,414,21,39,282,23,38,11,F
638505,75.29063,0,Kallipatti,Erode,Gobichettipalayam,11.5152,77.4143,414,21,39,282,23,38,11,F
638506,75.26316,0,Nanjai Puliampatti,Erode,Erode,11.4955,77.4113,414,21,39,282,23,38,11,F
638656,75.22649,0,Hanumanthapuram,Erode,Dharapuram,11.5152,77.4143,414,21,39,282,23,38,11,F
638657,75.20681,0,Nanjundapuram,Erode,Dharapuram,11.1578,77.5188,414,21,39,282,23,38,11,F
638660,75.11366,0,Nelali,Erode,Dharaupram,11.5152,77.4143,306,54,78,5,81,67,21,M
638661,75.08669,0,Karaiyur,Erode,Dharapuram,11.5152,77.4143,306,54,78,5,81,67,21,M
638672,75.04345,0,Dalavoipattinam,Erode,Dharapuram,10.7581,77.7443,306,54,78,5,81,67,21,M
638673,75.03853,0,Kolinjivadi,Erode,Dharapuram,11.5152,77.4143,306,54,78,5,81,67,21,M
638701,74.9501,0,Kangayam,Erode,Kangayam,11.5152,77.4143,306,54,78,5,81,67,21,M
638702,74.87073,0,Bellampatti,Erode,Dharapuram,11.5152,77.4143,414,21,39,282,23,38,11,F
638703,74.8159,0,Mudalipalayam,Erode,Kangayam,11.0875,77.7807,414,21,39,282,23,38,11,F
638706,74.7618,0,Nallimadam,Erode,Dharapuram,11.5152,77.4143,414,21,39,282,23,38,11,F
638751,74.74222,0,Uttukuli,Erode,Perundurai,11.5152,77.4143,414,21,39,282,23,38,11,F
638752,74.69822,0,Morattupalayam,Erode,Erode,11.1689,77.4543,414,21,39,282,23,38,11,F
638812,74.66486,0,Virumandampalayam,Erode,Perundurai,11.2707,77.6523,306,54,78,5,81,67,21,M
639201,74.65579,0,Velampundi,Erode,Dharapuram,11.5152,77.4143,306,54,78,5,81,67,21,M
639202,74.65094,0,Erachapadi,Erode,Dharapuram,10.8913,77.8343,306,54,78,5,81,67,21,M
641605,74.59836,0,Ganapathipalayam,Erode,Kangayam,11.0153,77.3582,306,54,78,5,81,67,21,M
641607,74.58059,0,Sarkarperiapalayam,Erode,Perundurai,11.1172,77.3726,414,21,39,282,23,38,11,F
642206,74.58036,0,Pottikkampalayam,Erode,Dharapuram,10.7261,77.3177,414,21,39,282,23,38,11,F
643001,74.57928,0,St Marys Hill,Nilgiris,Udhagamandalam,11.4167,76.6863,46,6,5,2,14,16,3,M
643002,74.5442,0,Stone House Hill,Nilgiris,Udhagamandalam,11.4624,76.7769,46,6,5,2,14,16,3,M
643003,74.4968,0,Manihatti,Nilgiris,Udhagamandalam,11.3319,76.663,46,6,5,2,14,16,3,M
643004,74.4585,0,Fernhill,Nilgiris,Udhagamandalam,11.3954,76.6867,77,3,5,55,5,6,3,F
643005,74.42149,0,Sholur,Nilgiris,Udhagamandalam,11.483,76.6666,77,3,5,55,5,6,3,F
643006,74.37075,0,Finger Post,Nilgiris,Udhagamandalam,11.4167,76.6863,46,6,5,2,14,16,3,M
643007,74.35187,0,Dhavani,Nilgiris,Udhagamandalam,11.4167,76.6863,46,6,5,2,14,16,3,M
643101,74.32078,0,Coonoor H.O,Nilgiris,Coonoor,10.4856,77.0925,46,6,5,2,14,16,3,M
643102,74.31165,0,Vannarpet,Nilgiris,Coonoor,11.4559,76.6419,46,6,5,2,14,16,3,M
643103,74.24943,0,Yedappalli,Nilgiris,Coonoor,11.3791,76.812,77,3,5,55,5,6,3,F
643105,74.23899,0,Ottupattarai,Nilgiris,Coonoor,10.4856,77.0925,77,3,5,55,5,6,3,F
643201,74.23882,0,Aravenu,Nilgiris,Kotagiri,11.4695,76.5523,46,6,5,2,14,16,3,M
643202,74.23441,0,Aruvankadu,Nilgiris,Coonoor,11.3632,76.7579,46,6,5,2,14,16,3,M
643203,74.22516,0,Balacola,Nilgiris,Kundah,11.4695,76.5523,46,6,5,2,14,16,3,M
643204,74.22405,0,Chamraj Estate,Nilgiris,Coonoor,11.4695,76.5523,46,6,5,2,14,16,3,M
643205,74.21182,0,Cherambadi,Nilgiris,Gudalur,11.5129,76.2781,77,3,5,55,5,6,3,F
643206,74.20721,0,Anikorai,Nilgiris,Udhagamandalam,11.4585,76.7327,77,3,5,55,5,6,3,F
643207,74.17547,0,Devarshola,Nilgiris,Gudalur,11.5437,76.4404,77,3,5,55,5,6,3,F
643209,74.16057,0,Bickatti,Nilgiris,Kundah,11.4695,76.5523,46,6,5,2,14,16,3,M
643211,74.13985,0,Kargudi,Nilgiris,Gudalur,11.4559,76.6419,46,6,5,2,14,16,3,M
643212,74.09583,0,Devala,Nilgiris,Gudalur,11.4731,76.3794,77,3,5,55,5,6,3,F
643213,74.06513,0,Katary,Nilgiris,Coonoor,11.4146,76.8562,77,3,5,55,5,6,3,F
643214,74.04966,0,T.Manihatti,Nilgiris,Kotagiri,11.4146,76.8562,46,6,5,2,14,16,3,M
643215,74.03191,0,Ketti,Nilgiris,Coonoor,11.4,76.7,46,6,5,2,14,16,3,M
643216,74.01292,0,Kil Kotagiri,Nilgiris,Kotagiri,11.4516,76.9297,46,6,5,2,14,16,3,M
643217,73.98786,0,Kodanad,Nilgiris,Kotagiri,11.516,76.9055,77,3,5,55,5,6,3,F
643218,73.94312,0,Kullakamby,Nilgiris,Coonoor,11.2864,76.7418,46,6,5,2,14,16,3,M
643219,73.9371,0,Manjoor,Nilgiris,Kundah,11.2711,76.6429,46,6,5,2,14,16,3,M
643220,73.90007,0,Cherangode,Nilgiris,Pandalur,11.5338,76.5361,46,6,5,2,14,16,3,M
643221,73.89333,0,Melur Nilgiris,Nilgiris,Coonoor,11.5338,76.5361,77,3,5,55,5,6,3,F
643223,73.87728,0,Masinagudi,Nilgiris,Udagamandalam,11.5682,76.6471,77,3,5,55,5,6,3,F
643224,73.84133,0,Naduvattam,Nilgiris,Udhagamandalam,11.4808,76.5437,77,3,5,55,5,6,3,F
643225,73.82948,0,Nellakotta,Nilgiris,Pandalur,11.5524,76.4176,46,6,5,2,14,16,3,M
643226,73.80808,0,Glenvans,Nilgiris,Gudalur,11.5338,76.5361,46,6,5,2,14,16,3,M
643228,73.78954,0,Yellamalai,Nilgiris,Gudalur,11.5338,76.5361,46,6,5,2,14,16,3,M
643231,73.74394,0,Wellington,Nilgiris,Coonoor,11.3655,76.7844,77,3,5,55,5,6,3,F
643233,73.71946,0,Pandalur,Nilgiris,Pandalur,11.4908,76.3392,77,3,5,55,5,6,3,F
643236,73.71889,0,Kengarai,Nilgiris,Kotagiri,11.4144,76.9277,77,3,5,55,5,6,3,F
643237,73.71147,0,Sandynallah,Nilgiris,Udhagamandalam,11.4236,76.6838,77,3,5,55,5,6,3,F
643238,73.69691,0,Pilloormattam,Nilgiris,Kotagiri,11.4236,76.6838,77,3,5,55,5,6,3,F
643239,73.6853,0,Konnachal,Nilgiris,Pandalur,11.4236,76.6838,77,3,5,55,5,6,3,F
643240,73.6621,0,Pattavayal,Nilgiris,Gudalur,11.5659,76.3708,46,6,5,2,14,16,3,M
643241,73.63974,0,Kunnalady,Nilgiris,Gudalur,11.4344,76.6831,46,6,5,2,14,16,3,M
643242,73.62642,0,Kunjapanai,Nilgiris,Kotagiri,11.3598,76.9337,46,6,5,2,14,16,3,M
643243,73.61903,0,Yellanhalli,Nilgiris,Udhagamandalam,11.3776,76.7446,77,3,5,55,5,6,3,F
643253,73.60937,0,Kolapalli,Nilgiris,Gudalur,11.4412,76.7277,77,3,5,55,5,6,3,F
624001,73.60407,0,Dindigul H.O,Dindigul,Dindigul,10.3315,78.1048,276,35,63,4,85,68,21,M
624002,73.56213,0,Pallapatti,Dindigul,Dindigul,10.2082,78.2556,276,35,63,4,85,68,21,M
